Index,Backers,AmountRaised,Faves,Goal,MeanHappiness,MeanFear,MeanSurprise,MeanSadness,MeanNeutral,MeanAnger,Category,Success,Beneficiary
7926,54,4000,50,15000,94.58,0.107,1.518,0.169,0.437,2.048,College_Tuition,failure,self
7927,8,294,8,7000,89.391,0.108,0.711,2.712,5.876,0.041,College_Tuition,failure,self
7928,2,600,2,4500,72.2,15.92,7.276,4.007,0.214,0.108,College_Tuition,failure,self
7929,23,8000,16,8000,15.698,0.155,0.155,0.759,0.691,0.155,College_Tuition,failure,self
7930,33,1130,40,4000,99.854,0.017,0.034,0.017,0.017,0.017,College_Tuition,failure,self
7931,13,800,14,4000,52.965,1.102,0.483,0.738,44.305,0.306,College_Tuition,failure,self
7932,5,495,5,11.2,99.364,0.154,0.103,0.192,0.029,0.029,Extracurriculars,success,self
7933,6,125,6,3030,9.169,0.39,0.175,1.832,1.673,2.377,College_Tuition,failure,self
7934,105,4510,107,6000,99.295,0.023,0.25,0.009,0.01,0.133,College_Tuition,failure,self
7935,1,500,1,3327,84.976,0.038,0.042,0.15,0.226,0.039,College_Tuition,failure,self
7936,56,5640,56,11000,71.353,0.741,0.741,1.828,1.88,3.122,College_Tuition,failure,honoree
7937,5,280,4,1800,2.837,0.997,0.996,24.515,70.19,0.249,College_Tuition,failure,self
7938,13,1148,8,5000,18.06358333,0.099166667,-0.3995,0.836916667,3.709166667,8.68925,College_Tuition,failure,self
7939,3,640,4,5000,61.91866667,0.430333333,0.311,3.520666667,31.125,1.049666667,College_Tuition,failure,self
7940,4,300,4,5000,9.17,7.073,8.782,11.953,56.047,2.925,College_Tuition,failure,self
7941,13,1515,13,5000,98.707,0.066,0.158,0.085,0.01,0.061,College_Tuition,failure,self
7942,8,550,8,3100,95.38,0.783,0.134,2.719,0.912,0.007,College_Tuition,failure,self
7943,15,2650,15,7000,NA,NA,NA,NA,NA,NA,Textbooks,failure,self
7944,27,1070,25,3000,38.25744444,0.473555556,-0.005666667,-0.213777778,1.347111111,3.272888889,College_Tuition,failure,self
7945,10,600,11,600,2.805,5.477,0.284,59.685,31.041,0.334,Textbooks,failure,self
7946,10,585,10,1000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
7947,25,2060,24,13000,98.075,1.109,0.62,0.067,0.073,0.006,College_Tuition,failure,honoree
7948,2,500,2,18000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
7949,6,500,6,4000,98.007,0.126,0.61,0.015,0.05,0.121,College_Tuition,failure,self
7950,13,660,13,5000,0.601,0.049,0.049,79.7,10.835,7.687,College_Tuition,failure,self
7951,15,1000,13,1150,99.67,0.006,0.007,0.243,0.047,0.01,College_Tuition,failure,self
7952,5,225,4,10000,3.545,12.025,1.523,18.308,23.707,36.649,College_Tuition,failure,self
7953,10,600,9,500,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
7954,20,2755,19,3000,3.619,1.7,5.011,53.217,36.253,0.099,College_Tuition,failure,self
7955,83,3972,85,7500,97.9145,0.051,0.1215,0.078,0.8575,0.56,Education_Campaigns,failure,honoree
7956,5,850,6,2700,93.7695,0.8505,0.312,0.281,1.6915,0.325,College_Tuition,failure,self
7957,2,1100,2,5000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
7958,6,1260,6,3000,53.91,0.263,0.996,2.436,40.703,0.103,Textbooks,failure,self
7959,21,1515,17,2000,8.249,0.61,17.549,4.493,67.796,0.769,College_Tuition,failure,self
7960,38,5625,37,12000,8.587,1.198,1.365,26.465,50.242,9.674,College_Tuition,failure,self
7961,22,2000,20,2000,99.906,0.02,0.021,0.011,0.018,0.005,College_Tuition,failure,self
7962,39,1231,40,4966,24.307,2.967,0.558,69.9,1.521,0.108,College_Tuition,failure,self
7963,11,500,12,5000,50.205,-0.116571429,0.413714286,2.455142857,16.23328571,-0.029,College_Tuition,failure,self
7964,69,4100,75,6500,89.58,0.152,0.064,1.964,0.389,1.536,Education_Campaigns,failure,self
7965,5,400,5,2400,83.233,1.576,1.639,0.207,0.298,3.729,College_Tuition,failure,self
7966,8,510,8,2000,89.386,1.159,2.894,0.485,3.994,0.436,College_Tuition,failure,self
7967,10,1150,9,2500,99.381,0.04,0.189,0.012,0.012,0.253,College_Tuition,failure,self
7968,9,645,8,1000,1.082,3.775,15.471,4.201,73.548,1.793,College_Tuition,failure,self
7969,17,2350,17,2300,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
7970,76,3420,73,5000,0.973,1.51,0.619,0.991,61.59,2.177,College_Tuition,failure,self
7971,6,265,6,15000,1.176,1.176,1.176,2.267,54.629,38.401,College_Tuition,failure,self
7972,10,490,11,5000,66.737,0.633333333,11.79866667,8.513666667,7.193666667,3.900666667,College_Tuition,failure,self
7973,8,515,8,10000,9.186,59.209,0.367,30.427,0.342,0.264,College_Tuition,failure,honoree
7974,25,2491,20,5000,97.738,0.008,0.008,0.534,0.044,0.008,College_Tuition,failure,self
7975,53,1390,53,2000,33.661,0.052,0.059,16.64,0.66,0.436,College_Tuition,failure,self
7976,8,690,8,25000,83.073,0.127,0.23,0.897,0.354,1.029,College_Tuition,failure,self
7977,12,558,12,2500,10.9735,3.4665,19.4555,16.616,41.3285,0.819,College_Tuition,failure,self
7978,17,4005,13,5000,98.07,0.272,1.603,0.021,0.011,0.011,College_Tuition,failure,self
7979,27,3005,26,20000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
7980,6,115,6,5000,1.984,6.601,80.096,0.197,8.362,1.349,College_Tuition,failure,self
7981,8,930,8,2600,69.82566667,0.078,0.085,1.318666667,1.684,0.193333333,College_Tuition,failure,self
7982,40,3672,36,3149,96.6015,0.0265,0.1545,0.1145,0.738,0.0755,College_Tuition,success,self
7983,8,905,7,10000,61.708,0.611,36.166,0.082,0.053,1.179,College_Tuition,failure,self
7984,23,640,23,4000,2.956,6.935,27.301,0.244,25.38,29.557,College_Tuition,failure,self
7985,11,680,11,1500,83.534,0.337,0.049,5.232,3.399,0.279,College_Tuition,failure,honoree
7986,9,610,9,610,82.536,1.989,0.236,0.203,0.484,0.561,College_Tuition,failure,self
7987,5,355,4,8500,87.3885,0.2855,0.359,0.327,9.285,0.292,College_Tuition,failure,self
7988,4,325,4,20000,79.212,11.273,0.525,8.545,0.174,0.016,College_Tuition,failure,self
7989,26,617,26,500,95.3575,0.2665,1.1845,0.1915,0.11,1.637,Textbooks,success,self
7990,39,1455,41,1100,32.5495,8.2905,1.244,5.7385,31.0365,14.744,College_Tuition,success,self
7991,34,6165,34,1,41.96675,1.7425,1.22475,3.93425,38.525,0.477,College_Tuition,success,self
7992,63,2935,51,46.4,52.8965,0.857,1.9245,32.2635,4.0375,1.427,College_Tuition,success,self
7993,7,760,8,10000,78.002,0.172,0.226,15.85,3.855,0.087,College_Tuition,failure,self
7994,7,550,4,3600,1.671,1.214,0.713,12.437,46.035,8.022,College_Tuition,failure,honoree
7995,69,5200,78,8000,30.103,3.7535,14.8645,28.465,21.81,0.4615,College_Tuition,failure,self
7996,36,4402,37,8627,89.0355,0.236,0.246,0.125,0.074,0.14,College_Tuition,failure,self
7997,8,1365,8,6500,22.949,2.809,0.561,25.884,8.151,8.216,College_Tuition,failure,self
7998,16,1175,14,7116,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
7999,22,1640,22,25000,91.448,3.302,2.607,0.107,1.124,1.054,College_Tuition,failure,self
8000,11,615,10,1000,78.944,0.081,0.087,0.386,18.145,0.166,College_Tuition,failure,self
8001,33,2000,31,2300,93.221,0.888,0.39,4.698,0.134,0.089,College_Tuition,failure,self
8002,16,5100,13,5000,99.794,0.021,0.009,0.009,0.024,0.009,College_Tuition,success,self
8003,1,500,1,15000,81.943,2.101,0.275,3.765,6.815,0.243,College_Tuition,failure,honoree
8004,11,800,7,25000,34.7515,1.692,2.7915,7.7635,45.818,2.4815,College_Tuition,failure,self
8005,19,1370,17,3126,NA,NA,NA,NA,NA,NA,School_Supplies,failure,self
8006,16,780,17,20000,74.0265,0.1815,0.1345,15.742,0.87,0.2545,College_Tuition,failure,self
8007,132,6728,131,20000,99.7165,0.0125,0.025,0.111,0.0685,0.005,College_Tuition,failure,self
8008,13,1525,13,1000,99.872,0.008,0.058,0.028,0.011,0.001,College_Tuition,success,self
8009,23,1495,23,9000,91.183,0.088,0.323,0.175,0.049,6.713,College_Tuition,failure,self
8010,16,700,16,2000,99.179,0.123,0.269,0.06,0.359,0.002,College_Tuition,failure,self
8011,12,1105,10,3000,47.182,0.551,0.536,1.641,49.312,0.316,College_Tuition,failure,self
8012,1,150,1,5000,85.505,0.736,0.896,0.736,9.854,0.736,College_Tuition,failure,self
8013,4,240,4,9000,49.668,0.5795,0.253,35.76,13.014,0.1135,College_Tuition,failure,self
8014,29,3014,28,8000,34.787,34.524,19.922,8.711,1.503,0.151,College_Tuition,failure,self
8015,4,150,4,1000,99.822,0.005,0.02,0.007,0.012,0.015,College_Tuition,failure,self
8016,13,810,8,800,86.132,1.08,0.479,4.984,1.053,0.46,College_Tuition,success,self
8017,7,1150,2,10000,61.675,4.379,0.875,0.057,0.155,1.257,College_Tuition,failure,self
8018,4,400,4,1500,32.66575,0.3205,1.10075,6.656,36.5075,0.61375,College_Tuition,failure,self
8019,1,1000,1,4000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8020,84,10237,72,11000,99.388,0.038,0.046,0.393,0.03,0.007,College_Tuition,failure,honoree
8021,10,685,10,8000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8022,28,3269,27,9164,45.844,39.929,5.0895,1.711,3.877,1.0195,College_Tuition,failure,self
8023,33,3100,32,4000,99.299,0.155,0.133,0.032,0.177,0.042,College_Tuition,failure,self
8024,71,2975,71,5000,99.965,0.002,0.017,0.001,0.011,0.001,College_Tuition,failure,self
8025,53,6400,53,10000,66.40633333,11.21566667,0.821,0.316,17.765,0.683666667,College_Tuition,failure,self
8026,19,2125,12,3300,61.833,0.771,0.153,6.114,4.109,0.153,College_Tuition,failure,self
8027,3,175,3,6000,5.565,0.198,0.15,24.145,66.954,0.918,College_Tuition,failure,self
8028,16,1055,16,20000,97.521,0.393,0.297,0.03,0.01,0.01,College_Tuition,failure,self
8029,7,750,4,3000,98.656,0.878,0.167,0.153,0.081,0.052,College_Tuition,failure,self
8030,55,4843,53,8000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,honoree
8031,49,4800,50,15000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8032,21,995,23,4000,1.938,1.271,0.355,3.431,1.294,2.723,College_Tuition,failure,self
8033,10,885,9,5000,97.928,0.012,0.073,0.02,0.008,0.02,College_Tuition,failure,self
8034,4,500,4,10000,74.224,0.659,6.392,1.413,13.336,1.65,College_Tuition,failure,self
8035,12,985,12,7500,99.462,0.044,0.411,0.05,0.01,0.007,College_Tuition,failure,self
8036,12,545,11,1308,46.754,3.59,42.121,0.5595,6.5975,0.187,College_Tuition,failure,self
8037,15,4083,15,10000,69.12866667,0.180666667,0.180333333,9.109666667,3.16,4.204,College_Tuition,failure,self
8038,21,4212,11,4524,99.392,0.024,0.071,0.041,0.08,0.024,College_Tuition,failure,self
8039,256,29880,171,1000,9.64,17.37966667,5.566333333,14.16066667,51.25733333,0.721666667,Education_Campaigns,success,self
8040,8,1135,5,10000,80.5195,0.602,3.621,0.4075,6.5955,1.836,College_Tuition,failure,self
8041,35,1550,25,3000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8042,42,3815,39,5000,NA,NA,NA,NA,NA,NA,Study_Abroad,failure,self
8043,5,566,5,1500,87.372,0.163,0.139,4.448,0.039,0.077,College_Tuition,failure,self
8044,24,1200,25,2500,98.798,0.042,0.042,0.194,0.723,0.118,College_Tuition,failure,self
8045,41,2700,40,5000,14.512,0.053,0.192,60.764,21.794,1.976,College_Tuition,failure,self
8046,10,1565,9,2000,95.279,0.748,0.264,0.305,0.106,1.379,College_Tuition,failure,self
8047,23,1080,23,9060,52.6226,2.2334,1.8532,19.2666,18.9804,0.5164,College_Tuition,failure,self
8048,3,225,3,3500,99.294,0.018,0.213,0.151,0.115,0.018,College_Tuition,failure,self
8049,15,1100,15,8000,3.566,2.152,86.652,0.342,6.224,0.722,College_Tuition,failure,self
8050,8,580,7,1335,71.014,0.227,2.215,2.605,15.221,2.073,College_Tuition,failure,self
8051,55,3000,55,5000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8052,100,7199,112,63.9,46.88966667,0.468833333,0.192166667,3.359666667,25.08633333,1.1695,Education_Campaigns,success,self
8053,50,3850,40,5500,67.233,0.383666667,2.255,0.157,27.33,1.4,College_Tuition,failure,self
8054,10,720,10,8000,98.714,0.019,0.054,0.163,0.272,0.268,College_Tuition,failure,self
8055,41,1780,41,2500,48.271,1.935,0.171,33.389,15.961,0.096,College_Tuition,failure,self
8056,6,300,6,12000,0.5,0.211,0.092,8.528,43.01,14.498,College_Tuition,failure,self
8057,29,1570,28,2000,73.2365,0.3205,0.719,1.6465,9.9015,4.2865,College_Tuition,failure,self
8058,4,125,4,5000,73.918,0.371,0.413,2.298,2.103,1.107,College_Tuition,failure,self
8059,16,740,16,3000,99.243,0.026,0.033,0.035,0.005,0.081,College_Tuition,failure,self
8060,14,800,14,4000,99.708,0.009,0.009,0.032,0.054,0.009,College_Tuition,failure,self
8061,28,1010,13,10000,99.813,0.004,0.024,0.003,0.027,0.085,College_Tuition,failure,self
8062,16,645,16,5000,96.3425,0.1595,0.1095,0.098,0.0445,1.984,College_Tuition,failure,self
8063,16,965,12,2435,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8064,3,150,3,3000,97.938,0.041,0.086,0.041,0.502,0.318,College_Tuition,failure,self
8065,6,450,5,15000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8066,9,1075,9,8500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8067,6,750,6,1000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8068,2,540,2,1500,4.761,0.77,0.77,38.671,2.983,14.786,Computers,failure,self
8069,29,2860,27,3500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,honoree
8070,2,325,2,2500,59.98225,3.00425,2.1725,4.72125,18.64225,4.702,College_Tuition,failure,self
8071,4,330,4,3000,90.613,1.268333333,1.335,0.669333333,1.006666667,4.535,College_Tuition,failure,self
8072,8,2000,8,3800,98.369,0.229,0.261,0.066,0.044,0.853,College_Tuition,failure,self
8073,6,600,6,7000,4.074,55.968,17.332,7.381,13.638,1.389,College_Tuition,failure,self
8074,NA,2195,27,1000,22.45,0.755,0.755,42.464,13.336,4.96,College_Tuition,success,self
8075,2,175,2,8000,93.111,0.164,0.049,5.555,0.978,0.04,College_Tuition,failure,self
8076,51,6751,51,12.5,94.299,0.074,0.169,1.873,0.287,0.074,Education_Campaigns,success,self
8077,31,2375,21,2000,99.315,0.005,0.013,0.071,0.13,0.014,College_Tuition,success,self
8078,4,500,3,500,4.485,31.506,14.774,14.07,34.825,0.127,College_Tuition,failure,self
8079,83,4800,78,4800,84.653,0.148,0.409,0.378,10.898,0.233,Education_Campaigns,failure,self
8080,17,905,16,3500,34.83033333,6.124333333,14.118,1.687333333,40.92433333,0.756,College_Tuition,failure,self
8081,9,1005,5,722,93.137,0.372,0.818,0.211,0.211,5.039,College_Tuition,success,self
8082,3,255,1,2000,70.232,2.457,4.223,0.21,19.008,1.516,College_Tuition,failure,self
8083,13,800,13,3000,95.266,0.027,0.027,0.931,0.081,0.027,College_Tuition,failure,self
8084,11,655,11,2000,7.925,46.031,7.474,22.772,14.083,0.173,College_Tuition,failure,self
8085,7,850,7,4000,72.217,0.02,0.044,0.35,0.08,0.68,College_Tuition,failure,self
8086,20,1215,18,2000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8087,11,560,11,10000,73.208,6.793,16.452,0.081,0.139,0.078,College_Tuition,failure,self
8088,12,1380,10,3000,87.716,0.391,1.17,8.284,2.249,0.07,College_Tuition,failure,self
8089,46,10585,40,33.7,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8090,6,1040,6,1050,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8091,7,1180,5,4000,27.2445,2.162,1.3465,2.4675,60.342,2.8485,College_Tuition,failure,self
8092,2,600,2,3500,NA,NA,NA,NA,NA,NA,Textbooks,failure,self
8093,7,1262,8,31.5,99.467,0.059,0.032,0.018,0.002,0.004,Extracurriculars,success,self
8094,9,1575,9,3000,3.27,2.186,2.39,9.991,53.537,6.339,College_Tuition,failure,self
8095,25,1310,25,2500,78.888,0.06,0.135,0.292,0.853,0.178,College_Tuition,failure,honoree
8096,44,2120,41,16000,53.745,9.0105,6.946,1.0885,14.2,7.8495,College_Tuition,failure,self
8097,8,500,8,650,62.101,2.462,0.351,17.546,0.068,3.008,College_Tuition,failure,self
8098,44,1500,43,1500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8099,5,100,5,2000,50.688,0.307,0.279,46.183,0.158,0.965,College_Tuition,failure,self
8100,10,255,9,500,1.573,23.416,2.474,1.586,70.711,0.12,College_Tuition,failure,self
8101,15,888,17,19000,65.484,3.228,3.98,0.761,22.429,1.982,College_Tuition,failure,honoree
8102,31,2835,27,2500,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8103,20,5000,19,5500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8104,3,1000,2,11000,99.63,0.02,0.032,0.073,0.055,0.02,College_Tuition,failure,self
8105,19,610,19,300,94.72,0.071,0.388,1.292,0.25,0.326,College_Tuition,success,self
8106,4,520,4,8500,34.638,7.474,0.771,2.856,20.309,31.268,College_Tuition,failure,self
8107,8,149,7,1897,73.791,4.933,4.254,1.325,1.196,1.532,College_Tuition,failure,self
8108,113,16025,103,10000,97.052,0.086666667,0.029333333,0.804666667,1.087333333,0.03,College_Tuition,success,self
8109,8,225,8,2500,36.60466667,0.323,0.067333333,33.881,28.42266667,0.229666667,College_Tuition,failure,self
8110,5,475,5,1500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8111,32,1560,29,4500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8112,17,925,10,4000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8113,18,1255,16,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,honoree
8114,20,770,17,3780,92.465,2.826,2.929,0.435,0.435,0.435,College_Tuition,failure,self
8115,9,600,9,1500,95.32,2.073,0.343,0.408,0.203,0.374,College_Tuition,failure,self
8116,13,645,15,1800,89.268,0.37,0.851,0.559,8.874,0.039,College_Tuition,failure,self
8117,21,951,23,10000,79.231,0.0735,0.268,1.3155,15.717,0.069,College_Tuition,failure,self
8118,20,1335,18,5000,71.92,0.653,15.101,0.166,10.441,0.56,College_Tuition,failure,self
8119,16,4450,7,8000,94.16,0.216,3.237,0.216,0.216,1.102,College_Tuition,failure,self
8120,16,745,6,16.4,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8121,9,1005,8,8000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8122,12,1120,12,5000,76.092,0.246,0.336,0.223,1.435,0.59,College_Tuition,failure,self
8123,4,450,4,15000,94.43,1.5045,2.1785,0.926,0.454,0.253,College_Tuition,failure,self
8124,7,930,5,1500,90.275,1.79,0.931,4.587,2.128,0.082,College_Tuition,failure,self
8125,6,555,4,1000,85.728,0.347,0.183,0.113,0.113,0.853,College_Tuition,failure,self
8126,5,1220,6,5000,2.727,5.596,2.308,0.305,0.473,59.437,College_Tuition,failure,self
8127,10,565,10,4400,97.402,0.022,0.048,0.164,1.191,0.017,College_Tuition,failure,self
8128,8,640,8,8955,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8129,18,1150,20,9000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8130,10,810,10,7000,1.064,1.09,0.49,23.565,51.179,19.081,College_Tuition,failure,honoree
8131,81,5600,82,10000,73.40966667,0.088666667,0.091,21.69533333,0.296,0.205333333,College_Tuition,failure,honoree
8132,75,4840,73,14.5,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8133,3,170,3,10000,92.347,0.063,0.049,5.441,1.97,0.068,College_Tuition,failure,self
8134,10,2010,9,14000,54.3815,0.35,1.6735,0.4665,43.0615,0.016,College_Tuition,failure,self
8135,9,880,9,880,55.464,0.686,4.311,0.807,19.104,2.702,College_Tuition,failure,self
8136,11,1252,13,7000,99.853,0.003,0.002,0.131,0.002,0.002,College_Tuition,failure,self
8137,11,375,11,800,86.226,2.692,0.298,9.558,1.076,0.075,College_Tuition,failure,self
8138,4,130,4,3415,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8139,18,2075,19,8000,99.957,0.006,0.006,0.009,0.006,0.006,College_Tuition,failure,honoree
8140,5,570,5,4200,98.948,0.11,0.211,0.012,0.012,0.284,College_Tuition,failure,self
8141,3,550,2,5000,31.754,0.149,0.11,22.182,30.36,0.394,College_Tuition,failure,self
8142,4,1150,4,15000,99.532,0.04,0.028,0.268,0.009,0.017,College_Tuition,failure,self
8143,12,1065,12,1000,99.86,0.007,0.024,0.028,0.009,0.033,College_Tuition,success,self
8144,59,8000,66,8000,9.396,1.461,4.237,16.5845,63.2785,2.695,College_Tuition,failure,self
8145,157,3405,151,3000,98.865,0.42,0.199,0.095,0.095,0.231,College_Tuition,success,self
8146,12,1605,12,4260,97.5085,0.2615,0.33975,0.6625,0.8595,0.20175,College_Tuition,failure,honoree
8147,70,2010,75,3000,46.139,3.239,48.868,0.088,1.111,0.468,College_Tuition,failure,self
8148,15,1265,15,9000,12.3875,11.488,22.405,18.7245,6.682,3.35,College_Tuition,failure,self
8149,1,500,1,10000,32.424,32.057,12.272,2.824,20.293,0.066,College_Tuition,failure,self
8150,14,3153,3,4000,66.072,5.107,7.289,3.51,17.464,0.28,College_Tuition,failure,self
8151,18,945,20,10000,7.863,5.774,2.842,7.423,53.329,3.621,College_Tuition,failure,self
8152,127,7190,126,5000,57.294,0.997,0.608,0.457,1.771,0.677,College_Tuition,success,self
8153,3,160,3,5000,86.849,0.179,0.742,2.017,8.738,1.034,College_Tuition,failure,self
8154,2,200,2,12000,23.556,32.573,9.262,2.694,3.64,6.192,College_Tuition,failure,self
8155,3,135,3,1000,79.4035,0.2315,12.4265,3.4295,4.4235,0.043,College_Tuition,failure,self
8156,4,1560,7,4000,82.24,0.245,0.726,0.092,0.866,0.21,College_Tuition,failure,honoree
8157,17,625,16,5000,95.804,1.127,0.969,1.698,0.252,0.015,College_Tuition,failure,self
8158,2,800,2,20000,96.548,0.266,0.105,2.155,0.285,0.19,College_Tuition,failure,self
8159,16,510,16,1400,31.6045,2.482,38.649,2.16,16.986,1.306,College_Tuition,failure,self
8160,3,720,3,2000,33.5505,0.4215,1.065,0.5515,0.488,34.4385,College_Tuition,failure,self
8161,9,670,6,10000,43.94475,0.6595,0.3805,2.69125,14.85975,10.71725,College_Tuition,failure,self
8162,21,1260,20,1500,93.294,0.117,0.117,0.183,3.316,0.117,College_Tuition,failure,self
8163,6,290,6,20000,22.24666667,3.641333333,4.713333333,10.22933333,50.02666667,4.617333333,College_Tuition,failure,self
8164,21,1970,21,1000,52.06725,0.105625,0.013375,1.93375,4.63825,-0.092625,School_Supplies,success,self
8165,30,1725,20,1750,73.741,0.059,0.114,1.537,24.518,0.009,College_Tuition,failure,self
8166,27,1615,27,15000,80.174,0.068,0.287,12.247,7.055,0.045,College_Tuition,failure,self
8167,14,1576,13,20000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8168,11,820,10,1599,1.7368,1.6848,1.9538,33.492,33.0702,22.3942,College_Tuition,failure,self
8169,13,450,12,3080,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8170,23,1275,22,13000,0.645,20.273,36.46,2.808,8.904,3.206,College_Tuition,failure,self
8171,101,806,119,15000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8172,31,2125,30,6000,28.623,19.805,17.716,6.279,23.659,0.173,College_Tuition,failure,self
8173,5,500,5,8000,93.686,1.068,0.488,0.229,4.142,0.05,College_Tuition,failure,self
8174,10,805,10,2000,93.938,0.04,0.021,1.37,0.54,0.228,College_Tuition,failure,self
8175,17,2265,16,5000,27.941,0.586,0.282,2.765,0.311,38.841,College_Tuition,failure,self
8176,14,645,17,8000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8177,8,1065,7,1100,90.316,1.824,0.119,1.415,4.467,0.225,College_Tuition,failure,self
8178,21,600,19,5000,13.513,1.832666667,0.423333333,38.59433333,12.958,5.810666667,College_Tuition,failure,self
8179,8,1360,8,5500,21.1155,8.8605,1.194,22.5275,24.945,7.6315,College_Tuition,failure,self
8180,6,690,5,2088,90.67,0.337,0.353,0.494,0.934,4.495,College_Tuition,failure,self
8181,31,2390,30,7000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8182,23,1500,21,5000,99.68,0.016,0.009,0.048,0.079,0.014,College_Tuition,failure,self
8183,4,1130,5,5000,58.824,0.135,0.166,0.215,0.115,5.119,College_Tuition,failure,self
8184,12,1140,4,10000,38.9335,5.7615,16.868,5.234,23.8575,3.153,College_Tuition,failure,self
8185,5,500,NA,2900,44.724,3.661,2.036,35.025,8.965,0.843,College_Tuition,failure,self
8186,19,1311,15,10000,27.461,0.494,0.923,4.977,65.514,0.276,College_Tuition,failure,self
8187,66,6230,34,6250,93.5614,0.4766,0.5678,0.477,2.4346,0.6064,College_Tuition,failure,self
8188,17,670,15,1500,99.509,0.031,0.071,0.026,0.039,0.024,College_Tuition,failure,honoree
8189,28,1760,31,5000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,honoree
8190,22,820,22,7500,7.701,43.741,13.1745,9.5395,13.0835,7.848,College_Tuition,failure,self
8191,6,815,6,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8192,9,545,11,25000,39.348,53.691,3.635,1.028,0.071,1.962,College_Tuition,failure,self
8193,2,700,1,2000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8194,8,8000,8,13000,99.885,0.003,0.004,0.028,0.006,0.004,College_Tuition,failure,self
8195,8,760,8,4000,63.948,0.123,0.123,0.123,0.201,2.887,College_Tuition,failure,self
8196,35,2090,35,4000,82.062,10.268,0.627,6.39,0.452,0.074,College_Tuition,failure,self
8197,9,400,8,3000,99.342,0.018,0.018,0.137,0.052,0.092,College_Tuition,failure,self
8198,10,625,9,3500,5.543,5.543,5.543,24.771,19.358,12.266,College_Tuition,failure,self
8199,7,141,7,4000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8200,4,320,4,7000,99.066,0.676,0.106,0.109,0.017,0.014,College_Tuition,failure,self
8201,20,1860,14,6000,89.419,5.636,1.476,3.082,0.194,0.065,College_Tuition,failure,self
8202,6,635,6,1300,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8203,6,310,5,8000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8204,204,18388,190,25000,54.99,16.346,0.312,16.553,7.718,0.441,College_Tuition,failure,self
8205,9,720,8,5670,99.4615,0.187,0.1155,0.1675,0.0105,0.0195,College_Tuition,failure,self
8206,18,1420,17,4840,70.991,0.98,0.873333333,6.116666667,20.098,0.057333333,College_Tuition,failure,self
8207,20,9993,19,29.9,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8208,15,555,15,3000,42.853,6.6865,2.464,0.877,3.471,6.581,College_Tuition,failure,self
8209,15,1090,14,20000,7.014,70.375,16.601,1.845,3.76,0.203,Extracurriculars,failure,honoree
8210,76,8750,11,10000,97.921,0.59,0.196,0.277,0.73,0.122,College_Tuition,failure,self
8211,11,1050,10,15000,69.1894,1.541,1.424,1.2332,11.2856,6.8274,College_Tuition,failure,self
