Index,Backers,AmountRaised,Faves,Goal,MeanHappiness,MeanFear,MeanSurprise,MeanSadness,MeanNeutral,MeanAnger,Category,Success,Beneficiary
8212,18,1100,18,14000,90.968,1.4095,0.8805,0.2295,0.41,1.011,College_Tuition,failure,self
8213,8,1000,8,1000,3.638,2.945,11.081,37.441,43.724,0.443,College_Tuition,failure,self
8214,13,1565,13,15000,NA,NA,NA,NA,NA,NA,Computers,failure,self
8215,11,500,5,500,3.57,0.424,0.336,4.112,87.271,1.866,College_Tuition,failure,self
8216,8,1350,7,15000,89.936,0.028,0.028,0.495,0.046,0.139,College_Tuition,failure,self
8217,14,900,13,700,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8218,7,230,5,3000,81.206,0.6505,0.737,8.7975,6.53,0.6155,College_Tuition,failure,self
8219,6,225,5,10000,99.948,0.003,0.034,0.003,0.007,0.001,College_Tuition,failure,self
8220,12,360,10,2000,34.866,0.583,1.297,2.184,59.137,1.035,College_Tuition,failure,self
8221,4,1200,3,10000,98.076,1.381,0.036,0.049,0.005,0.125,College_Tuition,failure,self
8222,6,600,3,10000,98.6325,0.366,0.0815,0.2925,0.147,0.354,College_Tuition,failure,self
8223,21,420,20,2000,0.49,2.549,86.582,3.236,4.871,1.587,College_Tuition,failure,self
8224,4,500,4,25000,49.015,0.404,0.404,10.435,3.913,4.183,College_Tuition,failure,self
8225,12,800,12,800,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8226,23,1290,22,20000,50.4476,2.114,9.9992,4.1486,18.6452,5.1124,College_Tuition,failure,honoree
8227,13,540,13,2606,13.6065,8.932,15.4565,26.581,21.586,4.273,College_Tuition,failure,self
8228,46,1268,38,5000,4.458,0.496,0.496,1.5815,1.8265,22.412,School_Supplies,failure,self
8229,60,2390,59,10000,65.118,2.5045,0.7165,31.1075,0.1685,0.0875,College_Tuition,failure,self
8230,15,588,14,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8231,16,665,13,10.8,77.087,0.499,20.347,0.364,1.11,0.182,College_Tuition,success,self
8232,12,790,10,20000,6.157,19.942,11.523,0.984,0.758,10.695,College_Tuition,failure,self
8233,16,715,16,5200,62.513,0.133,0.083,0.276,0.243,11.371,College_Tuition,failure,self
8234,8,590,8,15000,52.78825,1.23825,7.01025,33.72,1.67525,1.8615,College_Tuition,failure,self
8235,4,550,4,11000,3.28,0.61,1.225,49.11,45.579,0.095,College_Tuition,failure,self
8236,15,700,15,700,87.352,0.209,0.143,3.329,6.917,0.138,College_Tuition,failure,self
8237,16,675,15,5000,53.707,0.573,3.647,23.146,16.446,0.852,College_Tuition,failure,self
8238,23,3520,22,4000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8239,10,810,9,3000,96.413,1.884,1.248,0.236,0.098,0.033,College_Tuition,failure,self
8240,3,125,3,10000,55.018,0.65,0.363,1.33,11.619,6.379,College_Tuition,failure,self
8241,29,2280,7,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8242,50,2158,12,5000,99.032,0.035,0.111,0.2385,0.4695,0.0765,College_Tuition,failure,self
8243,10,670,8,10000,87.5534,0.2094,0.3296,5.064,3.3586,0.8808,College_Tuition,failure,self
8244,2,1200,2,1200,74.6005,7.543,9.004,0.4965,3.5905,1.339,College_Tuition,failure,self
8245,6,1100,6,16000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8246,1,100,1,1500,69.035,0.17,0.12,3.216,4.416,2.934,College_Tuition,failure,self
8247,17,746,16,700,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8248,5,300,4,4000,29.734,0.68575,1.61275,4.78675,24.8295,6.17125,College_Tuition,failure,self
8249,21,880,21,1700,49.28257143,0.792857143,0.789142857,2.453714286,9.694142857,1.153142857,College_Tuition,failure,self
8250,12,900,12,7500,63.0305,4.226,0.511,0.727,2.5615,0.1755,College_Tuition,failure,self
8251,3,100,3,800,13.662,0.168,2.713,1.066,62.247,1.75,College_Tuition,failure,self
8252,15,735,13,700,83.4,0.028,0.24,0.02,0.128,0.791,College_Tuition,success,self
8253,5,170,3,8254,23.156,35.988,12.733,3.025,18.978,0.503,College_Tuition,failure,self
8254,6,830,6,20000,90.649,0.159,0.124,1.309,2.093,3.13,College_Tuition,failure,self
8255,5,155,4,4000,55.9995,23.575,8.496,0.34,0.3755,10.319,College_Tuition,failure,self
8256,3,600,3,22000,87.875,0.009,0.081,0.394,1.169,0.082,College_Tuition,failure,self
8257,4,115,4,2000,68.0605,2.173,0.092,1.9995,27.1025,0.115,College_Tuition,failure,self
8258,69,5000,67,5000,65.454,0.138,0.166,6.177,1.035,0.26,College_Tuition,failure,self
8259,25,5390,25,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8260,4,325,3,2000,99.44,0.044,0.256,0.038,0.013,0.064,College_Tuition,failure,self
8261,10,1025,9,3300,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8262,11,675,11,14000,97.074,0.013,0.047,1.671,0.614,0.013,College_Tuition,failure,self
8263,18,1145,18,3500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8264,7,775,4,1500,26.118,35.923,30.317,0.492,0.134,6.063,College_Tuition,failure,self
8265,2,700,2,3360,86.316,0.362,0.406,0.766,0.048,0.691,College_Tuition,failure,self
8266,6,1400,4,2500,13.833,2.929,62.102,11.038,4.047,1.996,College_Tuition,failure,self
8267,6,610,6,5000,5.321,6.855,3.798,29.803,52.13,1.749,College_Tuition,failure,self
8268,15,520,13,3500,99.235,0.018,0.074,0.329,0.309,0.018,College_Tuition,failure,self
8269,5,570,5,20000,56.2242,4.2842,3.9182,11.5788,14.8216,4.045,College_Tuition,failure,self
8270,11,1300,14,2444,99.981,0,0.005,0,0.01,0,College_Tuition,failure,self
8271,34,1815,37,2700,74.31166667,3.626,3.878666667,2.474666667,7.293333333,2.087333333,College_Tuition,failure,self
8272,9,825,11,7000,97.149,1.321,0.332,0.299,0.055,0.085,College_Tuition,failure,honoree
8273,11,845,11,4500,99.92366667,0.007666667,0.022666667,0.015,0.020333333,0.001,College_Tuition,failure,self
8274,17,1040,16,3000,99.756,0.009,0.078,0.093,0.009,0.009,College_Tuition,failure,self
8275,4,1110,4,3074,99.6895,0.0075,0.098,0.003,0.089,0.004,College_Tuition,failure,self
8276,8,2410,5,15000,55.465,1.359,0.634,0.579,0.317,8.652,College_Tuition,failure,self
8277,43,6450,20,15000,99.539,0.033,0.033,0.033,0.053,0.033,College_Tuition,failure,self
8278,13,900,12,2500,1.656,93.648,2.046,1.977,0.375,0.114,College_Tuition,failure,honoree
8279,14,1065,14,5600,7.545,0.293,0.689,0.9,80.101,6.796,College_Tuition,failure,self
8280,13,500,13,500,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8281,14,1020,14,4000,86.2745,0.0575,7.3645,0.058,3.8635,0.0575,College_Tuition,failure,honoree
8282,16,673,11,13000,95.76,0.141,0.778,0.086,1.074,0.086,College_Tuition,failure,self
8283,9,590,7,10.7,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8284,11,585,12,1000,49.791,0.159,0.159,2.352,29.522,16.276,College_Tuition,failure,self
8285,10,520,10,1600,25.948,0.4055,4.4315,11.592,44.856,3.612,College_Tuition,failure,self
8286,104,4855,129,4500,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8287,12,1085,10,10000,90.313,1.3,5.624,0.268,1.077,0.055,College_Tuition,failure,self
8288,25,3780,24,10000,45.16875,3.2065,2.52625,4.9035,20.59,12.982,College_Tuition,failure,self
8289,2,800,2,1500,42.56,9.418,10.801,0.639,4.766,7.892,College_Tuition,failure,self
8290,5,550,4,10000,47.7365,0.311,0.8435,3.49,46.968,0.095,College_Tuition,failure,self
8291,1,100,1,9000,79.36733333,1.286333333,0.532333333,12.63166667,2.151666667,0.264,College_Tuition,failure,self
8292,28,5375,14,36.8,97.587,0.082,0.634,0.123,0.063,0.33,College_Tuition,success,self
8293,17,1175,17,8000,48.6895,0.0575,0.103,0.374,48.326,1.613,College_Tuition,failure,self
8294,57,2000,58,2000,73.039,2.887,0.157,14.564,0.157,0.428,College_Tuition,failure,self
8295,15,635,15,4000,37.699,38.627,3.998,8.693,3.672,1.864,College_Tuition,failure,self
8296,15,3135,17,20000,74.315,6.665,0.974,1.981,0.089,1.449,College_Tuition,failure,self
8297,4,600,4,25000,51.1495,8.6545,1.5505,28.7785,6.3645,2.8135,College_Tuition,failure,self
8298,97,3821,106,20000,97.829,0.02,0.078,0.02,0.816,0.951,College_Tuition,failure,self
8299,6,795,6,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8300,7,250,7,22000,89.172,5.09,1.094666667,2.005666667,1.372,0.773,College_Tuition,failure,self
8301,48,3033,46,3000,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8302,3,200,3,1500,97.34266667,0.299,0.234333333,0.192333333,0.694,0.767333333,College_Tuition,failure,self
8303,2,600,2,8000,99.861,0.007,0.111,0.001,0.001,0.001,College_Tuition,failure,self
8304,11,1310,10,16000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8305,6,320,5,2200,93.946,0.1195,0.419,1.938,3.339,0.036,Textbooks,failure,self
8306,6,500,6,25000,99.008,0.144,0.413,0.083,0.295,0.008,College_Tuition,failure,self
8307,4,675,4,3000,99.266,0.005,0.069,0.014,0.055,0.012,College_Tuition,failure,self
8308,4,185,4,10000,47.427,0.152,0.161,32.284,18.832,0.152,College_Tuition,failure,self
8309,21,2200,2,10000,85.489,0.028,0.349,0.076,13.889,0.028,College_Tuition,failure,self
8310,7,520,8,6000,70.219,3.683,2.064,8.144,0.847,2.205,College_Tuition,failure,self
8311,22,1160,14,900,3.592,1.12,0.727,16.337,74.974,1.792,College_Tuition,success,self
8312,49,2025,29,2000,NA,NA,NA,NA,NA,NA,College_Tuition,success,self
8313,6,280,6,2000,94.308,0.148,0.1385,0.9695,0.176,0.5905,College_Tuition,failure,self
8314,162,6595,184,6300,30.082,0.697,25.946,0.112,17.697,1.996,College_Tuition,success,self
8315,23,1400,23,1500,98.311,0.513,0.776,0.047,0.029,0.172,College_Tuition,failure,self
8316,32,2925,33,25000,99.544,0.047,0.256,0.11,0.031,0.007,College_Tuition,failure,self
8317,8,560,8,5000,99.507,0.018,0.016,0.203,0.024,0.016,College_Tuition,failure,self
8318,9,1030,9,12000,99.66,0.031,0.037,0.153,0.046,0.006,College_Tuition,failure,self
8319,15,1335,13,5000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8320,13,780,9,20000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8321,7,500,7,2000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8322,1,500,1,2000,1.651,25.823,4.951,4.115,57.548,3.824,College_Tuition,failure,self
8323,36,760,16,15000,99.683,0.037,0.102,0.052,0.071,0.011,College_Tuition,failure,self
8324,1,1000,3,2500,86.6745,0.2215,1.6055,0.1085,11.303,0.0435,College_Tuition,failure,self
8325,39,2460,33,5750,96.923,0.114,0.045,0.08,0.055,2.039,College_Tuition,failure,self
8326,6,640,6,1600,99.903,0.004,0.021,0.041,0.004,0.004,College_Tuition,failure,self
8327,15,1690,18,2500,5.522,9.79,0.892,55.351,13.657,0.892,College_Tuition,failure,self
8328,21,1260,19,10000,NA,NA,NA,NA,NA,NA,College_Tuition,failure,self
8329,46,15575,29,46.8,99.7435,0.0025,0.0085,0.029,0.0815,0.0035,College_Tuition,success,self
8330,3,1110,4,1000,94.921,1.018333333,0.692333333,0.750666667,1.207666667,0.393666667,College_Tuition,success,self
8331,17,847,14,10000,89.661,1.051,1.051,1.051,3.755,1.051,College_Tuition,failure,self
8332,12,970,12,5000,42.0475,6.661,13.103,4.469,27.6295,3.279,College_Tuition,failure,self
8333,15,760,15,3000,42.572,28.748,16.605,0.245,11.666,0.059,College_Tuition,failure,honoree
8334,13,820,13,3000,87.706,0.041,0.041,0.195,0.041,0.272,College_Tuition,failure,self
8335,1,150,1,10000,6.803,1.905,1.905,83.482,2.096,1.905,College_Tuition,failure,self
8336,13,855,12,1635,92.236,2.542,1.092,1.557,0.23,1.087,College_Tuition,failure,self
8337,8,575,7,1600,73.871,18.476,6.084,0.118,0.171,0.118,College_Tuition,failure,self
8338,14,2500,12,2500,31.187,48.959,2.564,16.091,1.05,0.074,College_Tuition,failure,self
8339,3,650,4,15000,54.4272,1.1496,7.1146,5.4934,20.8808,1.6296,College_Tuition,failure,self
8340,94,5195,89,5000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8341,332,14795,388,1,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8342,657,22013,788,22000,97.53,0.055,0.0935,0.3135,1.0325,0.0375,Community_Campaigns,success,self
8343,89,2540,102,2000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8344,37,861,37,861,NA,NA,NA,NA,NA,NA,Police,failure,self
8345,148,13149,100,12000,14.097,1.3365,1.774,47.004,33.218,0.6345,Community_Campaigns,success,self
8346,93,5007,98,15000,91.1195,0.723,0.524,0.267,1.4185,3.61,Community_Campaigns,failure,self
8347,54,2078,56,5000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,honoree
8348,118,9845,131,10000,80.6174,0.349,0.1098,0.2194,0.527,1.5314,Community_Campaigns,failure,honoree
8349,46,1692,18,5000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8350,26,1851,25,3000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8351,192,20771,173,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8352,628,16145,610,15000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8353,176,4175,156,6000,2.564,11.6985,11.709,21.2615,44.0475,3.406,Community_Campaigns,failure,self
8354,161,10625,152,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8355,90,1855,91,1000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8356,109,13085,114,10000,79.179,1.762,3.4456,1.2002,4.5096,0.7634,Community_Campaigns,success,honoree
8357,97,3745,99,4000,1.5285,16.6545,1.162,9.1715,70.2815,0.7485,Community_Campaigns,failure,honoree
8358,58,5895,56,5000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8359,123,7000,125,7500,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,honoree
8360,61,9700,15,12000,20.8265,4.186,4.0055,6.16,57.947,4.3545,Community_Campaigns,failure,self
8361,20,870,13,7000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8362,22,1630,17,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8363,110,3780,92,7500,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8364,33,1879,31,2000,93.805,0.029,0.102,4.994,1.024,0.02,Community_Campaigns,failure,self
8365,140,5651,140,5500,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8366,175,8870,175,2000,85.392,0.779,0.89,0.478,1.047,7.082,Community_Campaigns,success,honoree
8367,72,10910,80,25000,84.072,7.077,2.068,5.536,0.449,0.105,Community_Campaigns,failure,honoree
8368,182,8550,186,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,honoree
8369,46,2500,45,2500,93.85233333,0.43,1.954666667,0.403,0.255666667,2.242,Community_Campaigns,failure,self
8370,98,12125,94,25000,9.477,0.266,0.841,2.425,45.901,1.15,Parks,failure,honoree
8371,327,14424,340,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8372,131,7850,130,10000,79.82933333,3.264,2.215,1.129666667,3.614333333,5.049333333,Community_Campaigns,failure,honoree
8373,133,5670,119,8000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8374,198,17104,196,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,honoree
8375,99,3093,99,5326,99.256,0.115,0.01,0.013,0.007,0.074,Community_Campaigns,failure,honoree
8376,203,7450,350,7400,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8377,43,2000,44,6500,NA,NA,NA,NA,NA,NA,Parks,failure,self
8378,141,5560,155,10000,68.026,0.961,11.535,5.369,9.624,2.791,Community_Campaigns,failure,honoree
8379,90,7905,83,10000,NA,NA,NA,NA,NA,NA,Police,failure,self
8380,145,22865,32,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8381,102,14696,103,12000,94.70966667,0.038,0.06,4.229666667,0.488333333,0.052333333,Community_Campaigns,success,honoree
8382,17444,384260,"20,701",3000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8383,66,10062,74,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8384,348,11783,395,10000,2.13,0.53,0.737,0.53,28.876,53.421,Community_Campaigns,success,honoree
8385,196,9370,210,10000,0.552,0.797,0.34,56.089,28.995,4.298,Community_Campaigns,failure,honoree
8386,46,3280,51,5000,76.3905,0.011166667,0.452166667,0.047,5.448333333,-0.1445,Community_Campaigns,failure,honoree
8387,34,3300,31,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8388,548,15027,571,15000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8389,449,6004,443,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8390,292,15925,296,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,honoree
8391,1346,19395,"1,350",20000,3.064,0.014,0.131,1.607,94.626,0.099,Community_Campaigns,failure,honoree
8392,377,47891,217,25000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8393,207,12449,210,8500,97.849,0.487,0.107,0.019,0.023,0.049,Parks,success,self
8394,57,7065,58,15000,77.3775,0.507,0.505,0.524,0.509,8.335,Community_Campaigns,failure,honoree
8395,279,13547,273,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8396,148,4332,136,5000,16.135,6.053,9.907,6.048,54.95,2.158,Parks,failure,honoree
8397,41,1540,39,2000,79.888,1,0.864,7.164,0.864,8.88,Community_Campaigns,failure,self
8398,100,5280,106,22.5,18.18090909,-0.336545455,7.304181818,3.582181818,4.049272727,0.460818182,Parks,success,honoree
8399,17,3133,11,13.3,4.497,2.78,2.813,4.038,77.95,3.426,Community_Campaigns,success,self
8400,761,27799,756,20000,97.442,0.066,0.445,0.055,1.499,0.305,Community_Campaigns,success,self
8401,119,10715,117,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8402,49,6015,50,25000,98.335,0.012,0.004,1.216,0.149,0.016,Community_Campaigns,failure,honoree
8403,51,1675,44,5000,18.451,-0.504944444,-0.393777778,-0.180055556,1.850777778,-0.400444444,Community_Campaigns,failure,self
8404,126,20445,131,2000,88.5915,6.1965,0.211,2.941,0.8495,0.5815,Community_Campaigns,success,honoree
8405,151,7916,112,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8406,96,2660,41,3000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8407,235,6272,290,25000,9.734,21.232,3.348,10.483,26.212,14.991,Community_Campaigns,failure,honoree
8408,511,13020,532,15000,NA,NA,NA,NA,NA,NA,Police,failure,honoree
8409,193,21800,196,15000,13.5775,19.0955,12.0825,3.629,23.477,5.612,Community_Campaigns,success,honoree
8410,134,9524,132,18000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8411,95,6740,92,7000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8412,72,4575,73,4000,83.4822,1.6816,0.401,8.5788,0.3452,1.887,Community_Campaigns,success,honoree
8413,126,3145,129,3000,78.915,0.043,0.037,20.352,0.155,0.037,Community_Campaigns,success,self
8414,197,5155,229,5000,2.764,20.003,70.429,0.11,6.472,0.11,Community_Campaigns,success,honoree
8415,2855,84565,"3,575",6000,37.81875,1.4455,1.763,13.39575,12.8605,1.96,Community_Campaigns,success,self
8416,194,9415,203,3000,15.88,1.032,1.907,13.604,49.391,10.797,Community_Campaigns,success,honoree
8417,71,4751,71,20000,NA,NA,NA,NA,NA,NA,Parks,failure,self
8418,92,3935,93,6000,99.5,0.019,0.049,0.208,0.033,0.033,Community_Campaigns,failure,honoree
8419,123,5245,132,2500,97.7045,0.028,0.037,0.082,0.1905,0.11,Community_Campaigns,success,honoree
8420,97,10195,93,9000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8421,223,7150,239,12000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,honoree
8422,93,5285,92,5000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8423,105,13608,105,24.5,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8424,86,3390,82,5000,40.126,22.78,17.555,6.512,9.472,1.479,Community_Campaigns,failure,self
8425,131,3025,135,3500,64.4925,1.137,0.673,0.6135,8.84,12.1985,Community_Campaigns,failure,self
8426,46,4855,52,5000,32.557,2.27325,2.924125,3.687625,15.5575,1.816375,Community_Campaigns,failure,self
8427,81,2935,82,10000,NA,NA,NA,NA,NA,NA,Parks,failure,honoree
8428,65,3335,60,2500,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8429,81,9155,81,10000,98.4055,0.03,0.015,0.6105,0.5695,0.088,Community_Campaigns,failure,honoree
8430,254,10585,262,10000,NA,NA,NA,NA,NA,NA,Parks,success,honoree
8431,92,4030,87,4000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8432,90,1740,109,2000,76.811,1.469,1.636,0.616,0.616,1.692,Community_Campaigns,failure,honoree
8433,82,3075,65,3000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8434,364,20404,382,20000,18.3895,5.3765,3.283,15.614,43.218,11.937,Community_Campaigns,success,self
8435,115,6511,96,3400,NA,NA,NA,NA,NA,NA,Parks,success,self
8436,341,20770,353,20000,77.881,1.5545,10.252,0.399,7.032,2.6395,Community_Campaigns,success,honoree
8437,137,3720,144,5000,96.554,2.325,0.146,0.598,0.126,0.126,Community_Campaigns,failure,honoree
8438,87,3909,88,2000,70.865,1.917,1.1665,7.487,0.262,17.542,Community_Campaigns,success,self
8439,74,3610,75,5000,NA,NA,NA,NA,NA,NA,Parks,failure,honoree
8440,40,1915,38,25000,NA,NA,NA,NA,NA,NA,Parks,failure,honoree
8441,311,18368,302,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8442,184,10171,157,10000,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8443,197,9035,141,8200,NA,NA,NA,NA,NA,NA,Community_Campaigns,success,self
8444,192,13638,203,20000,90.868,2.8015,0.459,2.001,0.7395,0.4325,Community_Campaigns,failure,honoree
8445,189,8045,183,10000,18.22055556,3.215666667,0.424444444,12.13022222,6.693777778,4.834444444,Community_Campaigns,failure,self
8446,13,1790,10,7500,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8447,20,3965,19,20000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8448,66,4052,64,5000,NA,NA,NA,NA,NA,NA,Community_Campaigns,failure,self
8449,193,7945,240,3000,75.6695,0.254,0.296,0.6515,0.2835,0.255,Community_Campaigns,success,honoree
